ID,TITLE,OVERAL RANK,MEAN SCORE
52046,"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",4908,6.91
33045,Dream Festival!,6275,6.66
38936,Lord El-Melloi II-sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,3967,7.11
3615,Neo Angelique Abyss,5585,6.78
34402,Love Kome: We Love Rice,13961,4.66
34501,Kenka Banchou Otome: Girl Beats Boys,7757,6.42
34823,Souryo to Majiwaru Shikiyoku no Yoru ni...,,4.7
7193,Aoi Bungaku Series,1461,7.65
7229,Black Jack ONA,7333,6.48
17635,Koitabi: True Tours Nanto,5193,6.85
58199,Yoru wa Neko to Issho Season 3,5126,6.87
57034,Ple Ple Pleiades x Kagejitsu!,3905,7.12
58592,Tensei shitara Slime Datta Ken 3rd Season: Kanwa - Diablo Nikki,5521,6.79
59208,GR86 x Initial D,,6.67
927,Transformers Superlink,9542,6.11
208,R.O.D: Read or Die,1625,7.61
732,Vampire Hunter D,4630,6.97
1034,Ouritsu Uchuugun: Honneamise no Tsubasa,2209,7.45
1686,Bleach Movie 1: Memories of Nobody,2295,7.43
1913,Shonan Junai Gumi!,2422,7.4
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,2351,7.42
3065,Ozanari Dungeon: Kaze no Tou,8469,6.3
4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,2007,7.5
7112,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,8621,6.28
8247,Bleach Movie 4: Jigoku-hen,1549,7.62
9645,Be-Bop Highschool,1993,7.51
13283,One Off,7874,6.4
13391,Rakuen Tsuihou,2897,7.3
13755,Shanshui Qing,6850,6.56
13833,Nagareboshi Lens,6746,6.58
17787,Ouritsu Uchuugun: Honneamise no Tsubasa Pilot,10336,5.97
22275,OL Kaizou Kouza,12344,5.54
22377,Wonder Momo,14251,3.48
24211,Orenchi no Furo Jijou,4798,6.93
28929,Vampire Holmes,14258,3.33
31848,Ojisan to Marshmallow,6827,6.57
32461,Mitsuami no Kamisama,5925,6.72
37448,Ladyspo,14274,3
38162,Rinshi!! Ekoda-chan,12409,5.52
38475,Yuru Camp△ Movie,225,8.38
39574,Levius,3895,7.12
40215,Aggressive Retsuko (ONA) 3rd Season,1127,7.78
40230,Housekishou Richard-shi no Nazo Kantei,3451,7.2
43697,Yasuke,11445,5.75
43814,Deatte 5-byou de Battle,5737,6.75
47537,Inou no AICis: ESP & High School Detective,10488,5.94
49423,Kaitou Queen wa Circus ga Osuki,8190,6.34
27821,Fate/stay night: Unlimited Blade Works Prologue,648,8.03
40897,Marulk-chan no Nichijou,5641,6.77
76,Mahou Shoujo Lyrical Nanoha,2391,7.41
97,Last Exile,1121,7.78
276,Mahoromatic: Automatic Maiden,3870,7.13
860,Makai Senki Disgaea,6024,6.7
941,Renkin San-kyuu Magical? Pokaan,4744,6.94
2404,Zombie-Loan,5444,6.81
3577,Kyouran Kazoku Nikki,3208,7.24
4983,Hells,5161,6.86
6129,Umi Monogatari: Anata ga Ite Kureta Koto,6658,6.6
6324,Omamori Himari,5429,6.81
6610,Ibara no Ou,5234,6.85
7590,Mayoi Neko Overrun!,6378,6.64
9014,Kuttsukiboshi,,5.97
11079,Kill Me Baby,5098,6.87
14345,Btooom!,3098,7.26
14373,Arata naru Sekai: World's/Start/Load/End,8808,6.24
17513,Diabolik Lovers,13342,5.18
18495,Kitaku-bu Katsudou Kiroku,5659,6.76
34391,Kidou Senshi Gundam Thunderbolt 2nd Season,3355,7.22
6381,Strike Witches 2,2974,7.28
8311,Tegamibachi Reverse,1313,7.71
37956,3D Kanojo: Real Girl 2nd Season,1413,7.67
48561,Jujutsu Kaisen 0 Movie,210,8.39
311,Ace wo Nerae!,4081,7.09
179,Ultra Maniac OVA,6518,6.62
490,Paniponi Dash!,2329,7.42
1012,Sexy Commando Gaiden: Sugoi yo!! Masaru-san Specials,8212,6.34
1452,The Samurai,10701,5.91
1620,Maps,11471,5.75
1723,Clannad Movie,3246,7.24
1867,Oira Uchuu no Tankoufu,8178,6.35
2292,Bouken! Iczer 3,11189,5.81
2744,Potemayo,2895,7.3
3461,Gensou Jotan Ellcia,10475,5.94
3597,Fantasia,13025,5.31
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",803,7.92
4742,Papa to Odorou,7084,6.53
6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",1137,7.77
9525,Junod,8710,6.26
14059,Kimagure Orange☆Road: Tanabata Special,6556,6.62
18411,Gingitsune,3768,7.15
30571,Chouon Senshi Borgman: Madnight☆Gigs!,10939,5.86
31233,Lu Shidai,7682,6.43
31890,Nurse Witch Komugi-chan R,10401,5.96
36032,Air Recap,8783,6.25
42867,"Kanojo, Okarishimasu Petit",10585,5.92
51135,"Kanojo, Okarishimasu: Date Movie",11899,5.66
20423,Kamisama no Inai Nichiyoubi: Kioku,5170,6.86
10711,Plastic Neesan,3535,7.19
8481,"""Bungaku Shoujo"" Memoire",3238,7.24
50638,Muv-Luv Alternative 2nd Season,7096,6.52
48305,Red Shoes,3389,7.21
48641,Obey Me!,3876,7.13
33037,Tsukiuta. The Animation,5052,6.88
35434,Konbini Kareshi,8715,6.26
54875,Zhui Xu,2555,7.37
59182,Xi Jing Sushe,6231,6.67
5065,Detroit Metal City: Birth of the Metal Devil,3080,7.27
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,997,7.83
33032,Drifters: Special Edition,1544,7.63
42297,Sollo Talchul Gwi,15043,
49303,Alice to Therese no Maboroshi Koujou,3262,7.23
54602,"Yamanaka Sadao ni Sasageru Manga Eiga ""Nezumikozou Jirokichi""",16570,
56805,Yuusha,,7.87
59489,Kaijuu 8-gou Movie,4042,7.09
59490,Kaijuu 8-gou: Hoshina no Kyuujitsu,5575,6.78
59571,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,30,8.83
60356,Teenage Blue,,7.19
1485,Akachan to Boku,1031,7.82
11633,Blood Lad,3265,7.23
37926,Nakanohito Genome [Jikkyouchuu],5181,6.86
15699,Haiyore! Nyaruko-san W,3448,7.2
126,Futakoi Alternative,5327,6.83
193,Maburaho,5922,6.72
357,Bokusatsu Tenshi Dokuro-chan,7047,6.53
669,Kujibiki Unbalance,9932,6.05
1591,Kujibiki♥Unbalance,8910,6.22
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,1436,7.66
2263,Sonic★the★Hedgehog,4748,6.94
38835,Umayon,7213,6.51
49847,Meng Qi Shi Shen: Zaijie Liangyuan,2262,7.44
1165,Sakura Taisen: Ouka Kenran,6933,6.55
1221,Demashita! Powerpuff Girls Z,7237,6.5
5494,Konnichiwa Anne: Before Green Gables,1513,7.64
33036,Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai,4287,7.04
35363,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",1341,7.7
32353,Bonobono (TV 2016),7919,6.39
36119,Uma no Friends,9035,6.2
50552,Yowamushi Pedal: Limit Break,2415,7.41
20847,Seitokai Yakuindomo*,1405,7.67
16934,Chuunibyou demo Koi ga Shitai! Kirameki no... Slapstick Noel,2060,7.49
21105,Love Stage!!,3869,7.13
529,Saishuu Heiki Kanojo,3837,7.13
57702,Zaiyuki Pilot,5969,6.71
1300,Omishi Mahou Gekijou: Risky★Safety,6907,6.56
1660,Kurogane Communication,6372,6.64
1769,Oh! Super Milk-chan,9773,6.08
2548,Ai no Wakakusa Monogatari,2487,7.39
15227,Kono Sekai no Katasumi ni,382,8.22
17909,Uchouten Kazoku,1028,7.82
10187,HenSemi (TV),7324,6.49
1932,Yes! Precure 5,3569,7.18
11491,Recorder to Randoseru Do♪,6590,6.61
1683,Di Gi Charat Nyo,4239,7.05
57487,Rising Impact,1849,7.55
24135,Nobunaga Concerto,1978,7.51
54974,You Shou Yan,1640,7.6
61151,"Let's Roll, Cinnamoroll!",17949,
296,Dragon Drive,6091,6.69
522,Metropolis,1962,7.52
629,Mahoutsukai Tai!,4405,7.02
1261,Kyattou Ninden Teyandee,4339,7.03
4201,Chocchan Monogatari,5978,6.71
12981,Kono Shihai kara no Sotsugyou: Ozaki Yutaka,17710,
13441,Shiawasette Naani,13836,4.79
20457,"Inari, Konkon, Koi Iroha.",3523,7.19
28771,Yu☆Gi☆Oh! The Dark Side of Dimensions,1939,7.52
31665,Hibike! Euphonium: Kakedasu Monaka,2022,7.5
32133,Kemushi no Boro,6209,6.67
55821,You Shou Yan 2nd Season,1589,7.61
55889,Watashi no Shiawase na Kekkon: Watashi no Shiawase na Katachi,1990,7.51
56668,Chuudokusei no Chew,,
56750,Bakeneko Dance,10221,5.99
58555,You Shou Yan 3rd Season,1161,7.77
59385,You Shou Yan 4th Season,1500,7.64
60013,Onna Gakusei Nisshi,,
60635,Room501,,
34591,Natsume Yuujinchou Roku,101,8.61
22537,Yami Shibai 2,7227,6.5
39917,Sabiiro no Armor: Reimei,14225,3.8
2608,Wangan Midnight,2053,7.49
32083,Luck & Logic,9935,6.05
33142,Re:Zero kara Hajimeru Break Time,6305,6.66
35988,Dame x Prince Anime Caravan,7236,6.5
36963,IDOLiSH7 Vibrato,750,7.96
37564,Wo de Ni Tian Shen Qi,7615,6.44
38150,Namu Amida Butsu! Rendai Utena,9798,6.07
41345,Noblesse,4950,6.9
47777,Toku: Touken Ranbu - Hanamaru - Setsugetsuka,4500,7
304,Aa! Megami-sama! Movie,1887,7.53
696,Tenchi Muyou!,2338,7.42
2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,9442,6.13
5734,Tayutama: Kiss on My Deity,6042,6.7
29785,Jitsu wa Watashi wa,5348,6.82
30321,Strike the Blood: Valkyria no Oukoku-hen,3317,7.22
31091,Komori-san wa Kotowarenai!,8714,6.26
32323,Aishen Qiaokeli-ing...,5559,6.78
51234,Eternity Memories,5902,6.72
53671,Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky,2940,7.29
44940,World Trigger 3rd Season,361,8.24
50315,Nanatsu no Taizai: Ensa no Edinburgh,8994,6.21
39893,Muteking the Dancing Hero,10983,5.85
48466,Kyoukai Senki,8384,6.31
52273,Saint Seiya: Knights of the Zodiac - Battle Sanctuary,8849,6.23
518,Mahou no Princess Minky Momo,4887,6.91
612,PetoPeto-san,7387,6.48
24913,Bokura wa Minna Kawai-sou: Hajimete no,1537,7.63
24973,Bokura wa Minna Kawai-sou Specials,3942,7.11
35639,Just Because!,3284,7.23
40034,Tenki no Ko CMs,,5.9
53934,Pole Princess!! Prologue,13352,5.18
19287,Reunion (Music),,5.62
19727,Nexus,,5.82
34085,Sakura Nagashi,,6.96
35300,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden PVs,,6.3
41520,Show by Rock!! Stars!!,3820,7.14
44208,Yami Shibai 8,11089,5.83
14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,13184,5.25
19207,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,12999,5.32
34455,Princess Connect!,8564,6.29
35840,Hataraku Saibou CM,,6.82
36616,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,2455,7.4
38733,Hataraku Saibou: Kaze Shoukougun,3347,7.22
40076,Hataraku Saibou: Necchuushou - Moshimo Pocari Sweat ga Attara,,6.63
41531,Hataraku Saibou Black CM,,6.62
42387,"Hataraku Saibou!! Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi!",2643,7.35
42593,Kesshouban: Eigakan e Iku,10563,5.93
44591,Slime-tachi no Idobata Kaigi,11324,5.78
45658,Dokidoki! Mini Mini! Kakushi Dungeon Gekijou,10805,5.88
49026,Yuru Camp△ Season 2 Specials,2154,7.47
49153,Girls & Panzer Movie: Cinematic Concert - Fushou Akiyama Yukari no Sensha Kouza - Shoujun-hen,5906,6.72
49290,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Recaps,9514,6.12
49627,Shingeki no Kyojin: The Final Season Specials,1406,7.67
49848,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya Recap,9419,6.14
52562,"Kanojo, Okarishimasu Petit 2nd Season",11465,5.75
53955,Slime-tachi no Idobata Kaigi 2nd Season,11502,5.74
54468,Akatsuki no Chinkonka,,6.33
55032,"Kanojo, Okarishimasu Petit Special",12296,5.55
55878,Hataraku Maou-sama!! Recap,9680,6.09
34440,Code Geass: Hangyaku no Lelouch III - Oudou,746,7.96
34243,Miss Monochrome: Music Clips,,6.06
36982,Micchiri Neko,5358,6.82
1800,Battle Fighters Garou Densetsu 2,6162,6.68
23587,The iDOLM@STER Cinderella Girls,3667,7.16
42729,Xpice,,6.13
43353,Bear Bear Bear Kuma!,6799,6.57
12437,Yuri Seijin Naoko-san (2012),8049,6.37
14359,Vocaloid China Project Senden Animation,,5.86
40556,Electric Love feat. Hatsune Miku,,6
51618,Boku no Sensou,,6.36
35075,Hoozuki no Reitetsu 2nd Season,897,7.88
35843,Gintama. Porori-hen,144,8.51
37292,Fei Ren Zai,3609,7.17
194,Macross Zero,2085,7.48
50339,Kakegurui Twin,3542,7.18
57436,Heart Cocktail Colorful: Fuyu-hen,21584,
32152,Closers: Side Blacklambs,9386,6.14
10357,Jinrui wa Suitai Shimashita,1337,7.7
39960,Yatogame-chan Kansatsu Nikki Nisatsume,8123,6.36
40178,Null Peta,7873,6.4
52612,Petit! Tokyo Mew Mew New ♡,10107,6.01
2385,One Piece: Jango no Dance Carnival,3903,7.12
34350,Alice to Zouroku,4002,7.1
34392,One Room,12273,5.56
43756,Bakuten!!,2104,7.48
37569,Sirius,4692,6.95
272,Noir,3049,7.27
2993,Rosario to Vampire,5843,6.73
3231,Gunslinger Girl: Il Teatrino,3953,7.11
3782,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),1178,7.76
9041,IS: Infinite Stratos,6635,6.6
26441,Junketsu no Maria,4021,7.1
33091,Planetarian: Chiisana Hoshi no Yume,1845,7.55
31156,"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari",8002,6.38
29876,Chu Feng: B.E.E,11027,5.84
30727,Saenai Heroine no Sodatekata ♭,1192,7.75
30948,Kowabon,13255,5.22
33041,Bubuki Buranki: Hoshi no Kyojin,5794,6.74
33051,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,368,8.23
34051,Akiba's Trip The Animation,7330,6.48
12875,Ginga e Kickoff!!,3444,7.2
23201,Sengoku Basara: Judge End,5280,6.84
23673,Ookami Shoujo to Kuro Ouji,4541,6.99
30127,Danchigai,7340,6.48
33462,Bernard-jou Iwaku.,10373,5.96
33746,Anitore! XX: Hitotsu Yane no Shita de,12245,5.57
38476,Heya Camp△,2624,7.36
49223,Ouji no Honmei wa Akuyaku Reijou,,5.89
10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,7200,6.51
40529,No Guns Life 2nd Season,4133,7.08
12403,Yuru Yuri♪♪,1050,7.81
3420,Shigofumi,2268,7.44
5150,Hatsukoi Limited.,3174,7.25
1397,Macross 7,3897,7.12
40842,Idoly Pride,2383,7.41
44069,Xian Wang de Richang Shenghuo 2,2538,7.38
915,Ginga Densetsu Weed,3341,7.22
1845,Gaiking: Legend of Daiku-Maryu,3950,7.11
1974,Glass no Kamen (2005),668,8.02
4823,Youkai Ningen Bem (2006),10434,5.95
3655,Nabari no Ou,3216,7.24
51149,Golden Douga Gekijou Specials,9918,6.05
30740,Young Black Jack,3405,7.21
35928,Devils Line,5322,6.83
36371,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,320,8.28
37338,Chuukan Kanriroku Tonegawa,3602,7.17
31994,Yami Shibai 3,8311,6.33
13807,Corpse Party: Missing Footage,10447,5.95
16870,The Last: Naruto the Movie,1091,7.79
25283,Kuusen Madoushi Kouhosei no Kyoukan,8458,6.3
34675,Chou Yuu Sekai: Being the Reality,9497,6.12
37407,Penguin Highway,1913,7.53
6116,Mainichi Kaasan,3462,7.2
34745,Mahoujin Guruguru (2017),1111,7.79
24471,Hoozuki no Reitetsu OVA,995,7.84
1946,Ashita no Nadja,1658,7.59
95,Turn A Gundam,1093,7.79
19319,Gundam Build Fighters,1221,7.74
32792,Kidou Senshi Gundam Unicorn RE:0096,1475,7.65
55845,Kidou Senshi Gundam: Fukushuu no Requiem,7840,6.41
60,Chrno Crusade,1644,7.6
6024,Chi's Sweet Home: Atarashii Ouchi,1297,7.71
6149,Chibi Maruko-chan (1995),2619,7.36
7972,"Chi's Sweet Home: Chi to Kocchi, Deau.",2917,7.3
33240,Koneko no Chi: Ponponra Daibouken,5261,6.84
8897,Ganbare! Marine Kid,12128,5.6
5141,Taishou Yakyuu Musume.,2687,7.34
36904,Aggressive Retsuko (ONA),1534,7.63
1157,Final Fantasy: Unlimited,9229,6.17
15731,Tamayura: More Aggressive,1788,7.56
2542,Lady Georgie,3528,7.19
573,Saber Marionette J,2752,7.33
14237,Busou Shinki,8432,6.3
49495,Etotama: Nyankyaku Banrai - Etotama Pretty Gekijou,10381,5.96
36885,Saenai Heroine no Sodatekata Fine,200,8.41
60062,Liella no Uta 3,,6.61
8536,Fortune Arterial: Akai Yakusoku,6278,6.66
31133,Shounen Sunday CM: InuYasha-hen,,6.19
34437,Code Geass: Fukkatsu no Lelouch,862,7.9
37675,Overlord III,849,7.91
49938,Ame wo Tsugeru Hyouryuu Danchi,2855,7.31
614,Okusama wa Mahou Shoujo,8390,6.31
2623,Flanders no Inu (Movie),1067,7.8
3464,Kemeko Deluxe!,7065,6.53
5333,Ikkitousen: Great Guardians Specials,7144,6.52
5454,Yoku Wakaru Gendai Mahou,7789,6.42
5597,Natsu no Arashi!,3367,7.22
6408,"""Bungaku Shoujo"" Movie",2853,7.31
6505,Tteotda Keunyeo!!,1020,7.83
7768,Tantei Opera Milky Holmes,4965,6.9
8187,Fumiko no Kokuhaku,6614,6.61
10079,Hoshizora e Kakaru Hashi,6260,6.67
10260,Eiyuu Densetsu: Sora no Kiseki The Animation,7745,6.42
39249,Pandora to Akubi,9091,6.19
25781,Shingeki no Kyojin: Kuinaki Sentaku,197,8.42
1533,Ai Tenshi Densetsu Wedding Peach,5786,6.74
50105,Shiguang Zhaoxiangguan de Richang,3996,7.1
15689,Nekomonogatari: Kuro,812,7.92
50768,Vanitas no Karte: En Route Pour le Gévaudan,4755,6.94
19951,Hunter x Hunter Movie 2: The Last Mission,2936,7.29
34374,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,1931,7.53
34394,Yuuki Yuuna wa Yuushabu Shozoku,7790,6.42
35472,Yuuki Yuuna wa Yuushabu Shozoku 2,7515,6.46
35473,Yuuki Yuuna wa Yuushabu Shozoku 3,7423,6.47
36798,Yuuki Yuuna wa Yuusha de Aru: Hidamari,4503,7
38075,Titipo Titipo,15492,
42071,Yuuki Yuuna wa Yuusha de Aru Churutto!,9979,6.04
2156,Bakugan Battle Brawlers,7313,6.49
22547,Blade & Soul,10008,6.03
37655,Sword Gai The Animation Part II,11508,5.74
40532,Appare-Ranman!,3241,7.24
53148,Gokushufudou Season 2,1757,7.57
59162,Kinnikuman: Kanpeki Choujin Shiso-hen Episode 0,7368,6.48
51,Tenshi Kinryouku,8845,6.24
52,Kidou Tenshi Angelic Layer,3121,7.26
61,D.N.Angel,3760,7.15
100,Shin Shirayuki-hime Densetsu Prétear,3736,7.15
107,Ou Dorobou Jing,3630,7.17
116,Shinpi no Sekai El-Hazard (TV),4802,6.93
119,Final Approach,7243,6.5
128,Gate Keepers 21,5883,6.73
133,Green Green,9500,6.12
142,Kamikaze Kaitou Jeanne,2133,7.47
143,Kannazuki no Miko,5481,6.8
157,Mahou Sensei Negima!,4860,6.92
222,Mezzo DSA,6563,6.62
244,Agatha Christie no Meitantei Poirot to Marple,5057,6.88
258,Hitsuji no Uta,9504,6.12
260,Happy☆Lesson (TV),6633,6.6
271,Gad Guard,6449,6.63
273,Mahoutsukai ni Taisetsu na Koto,6192,6.68
289,Comic Party,6870,6.56
1148,Teito Monogatari,10700,5.91
2196,Genmu Senki Leda,8704,6.26
7014,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,4697,6.95
12521,Tentoumushi no Otomurai,13332,5.18
16201,Aku no Hana,3750,7.15
53852,Li Shi Zhentan Shiwusuo: A Day in Lungmen,7072,6.53
53873,Pokemon (2019): Harukanaru Aoi Sora,3051,7.27
54005,COLORs,1752,7.57
54009,Tentai Kansoku,5374,6.82
54122,Ooyukiumi no Kaina: Hoshi no Kenja,4349,7.03
55970,Hi no Tori: Eden no Hana,7442,6.47
56321,Zhongkui,16947,
56419,Monk Seishin,10894,5.86
58155,Hotarubi no Migomori,10080,6.02
60450,Meirenyu de Xiatian,18272,
2161,Skull Man,6758,6.58
34019,Tsugumomo,4363,7.03
2109,Rockman.EXE Stream,4262,7.05
351,Ojamajo Doremi Sharp,2140,7.47
965,Yoshinaga-sanchi no Gargoyle,5770,6.75
1944,Photon,4491,7
2288,Akihabara Dennou-gumi,7149,6.51
2457,Majokko Tsukune-chan,6560,6.62
3561,Dennou Boukenki Webdiver,4579,6.98
3692,Yes! Precure 5 GoGo!,3670,7.16
7152,Anyamal Tantei Kiruminzoo,3751,7.15
17947,Mahou Shoujo Lyrical Nanoha: Reflection,2307,7.43
18499,Yozakura Quartet: Tsuki ni Naku,2290,7.43
27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,3765,7.15
33027,Infini-T Force,7648,6.44
34076,Uchouten Kazoku 2,594,8.07
34449,The Reflection,13440,5.12
35250,Urahara,11315,5.79
35567,Gundam Build Fighters: Battlogue,5720,6.76
35828,Miira no Kaikata,2193,7.46
36144,Garo: Vanishing Line,3933,7.12
36884,Hisone to Maso-tan,2934,7.29
37498,Black Fox,6164,6.68
37760,Mecha-ude,5642,6.77
40776,Haikyuu!! To the Top Part 2,121,8.56
23725,Strike Witches: Operation Victory Arrow,2846,7.31
37103,Danganronpa 3: Monokuma Gekijou,4779,6.93
15225,Hentai Ouji to Warawanai Neko.,3861,7.13
15583,Date A Live,3784,7.14
10155,Dog Days,5244,6.84
19151,Walkure Romanze,8505,6.29
32094,Reikenzan: Hoshikuzu-tachi no Utage,4411,7.02
34177,Tenshi no 3P!,6650,6.6
38619,Joshikousei no Mudazukai,1338,7.7
40930,Azur Lane: Bisoku Zenshin!,4507,7
6675,Redline,306,8.29
22273,Selector Infected WIXOSS,3395,7.21
31150,Xi Yangyang Yu Hui Tailang,8047,6.37
31439,Wagamama High Spec,12860,5.38
38735,7 Seeds,6864,6.56
6956,Working!!,1498,7.64
10397,Mashiro-iro Symphony: The Color of Lovers,4472,7.01
34314,Crayon Shin-chan Gaiden: Omocha Wars,6169,6.68
35566,Koe no Katachi Specials,4027,7.1
49338,Hakuouki OVA (2021),4229,7.06
3785,Evangelion Movie 3: Q,1455,7.66
12711,Uta no☆Prince-sama♪ Maji Love 2000%,3669,7.16
39846,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO: Mugen no Heiretsu Sekai,5996,6.71
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,123,8.55
40489,Sword Art Online: Alicization - War of Underworld Reflection,4822,6.92
9441,Yume-iro Pâtissière SP Professional,1700,7.58
811,I''s Pure,5476,6.8
19647,Hajime no Ippo: Rising,99,8.61
36903,Kengan Ashura,2257,7.44
499,Makai Toshi Shinjuku,9161,6.18
1062,Nekojiru Gekijou Jirujiru Original,7484,6.46
1276,Ys,7889,6.4
1379,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,1262,7.73
1472,City Hunter 3,1065,7.8
1837,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,5775,6.74
2418,Stranger: Mukou Hadan,344,8.25
2981,Chika Gentou Gekiga: Shoujo Tsubaki,13909,4.73
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,1295,7.71
12867,Tsuki no Sango,,6.18
12883,Tsuritama,1490,7.65
16664,Kaguya-hime no Monogatari,396,8.21
22687,Terra Formars,4561,6.98
25801,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,1786,7.56
32485,Prison School: Mad Wax,2660,7.35
2961,Digimon Adventure Movie,1592,7.61
161,Peace Maker Kurogane,2946,7.29
1065,Touch,725,7.98
1710,Rockman.EXE,4896,6.91
3366,Persona: Trinity Soul,7386,6.48
10294,Towa no Quon 1: Utakata no Kaben,3064,7.27
10647,Ao no Exorcist: Ura Ex,4296,7.04
11266,Ao no Exorcist: Kuro no Iede,3072,7.27
33929,Boku no Hero Academia: Sukue! Kyuujo Kunren!,3328,7.22
36039,A.I.C.O. Incarnation,7038,6.53
36040,Saint Seiya: Knights of the Zodiac,13298,5.2
36871,Ultraman,6151,6.68
1337,Dororon Enma-kun,8947,6.22
4918,xxxHOLiC Shunmuki,660,8.02
6811,InuYasha: Kanketsu-hen,401,8.2
13335,Fuse: Teppou Musume no Torimonochou,3000,7.28
31715,Working!!! Lord of the Takanashi,509,8.13
33203,Fukumenkei Noise,4711,6.95
49574,Yi Nian Yong Heng: Chuan Cheng Pian,440,8.18
37936,Wu Shan Wu Xing (2020),951,7.86
38409,Cike Wu Liuqi,832,7.91
56215,Yi Nian Yong Heng 3rd Season,423,8.19
40885,Can Ci Pin: Fangzhu Xingkong,4639,6.97
621,Night Walker: Mayonaka no Tantei,4949,6.9
40228,Bananya: Fushigi na Nakama-tachi,6529,6.62
56840,T.P BON,4807,6.93
34547,Shoukoku no Altair,1802,7.55
539,Tenchi Muyou! Ryououki,1637,7.6
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,2548,7.37
22097,Magi: Sinbad no Bouken,1110,7.79
23319,"Suisei no Gargantia: Meguru Kouro, Haruka",2756,7.33
24625,Gundam Build Fighters Try,3422,7.21
22693,Lady Jewelpet,2138,7.47
42391,Osomatsu-san 3rd Season,2460,7.4
914,Ike! Ina-chuu Takkyuu-bu,2068,7.49
39486,Gintama: The Final,5,9.05
10863,Steins;Gate: Oukoubakko no Poriomania,311,8.29
50612,Dr. Stone: Ryuusui,494,8.13
1199,Nintama Rantarou,4132,7.08
1960,Sore Ike! Anpanman,6759,6.58
4459,Ojarumaru,8029,6.37
8336,Hanakappa,10479,5.94
30151,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,17455,
35686,Doraemon (2005) Specials,5544,6.79
5196,Aria the Origination Picture Drama,4570,6.98
519,Mahoraba: Heartful Days,3019,7.28
59175,Ooi! Tonbo 2nd Season,2876,7.31
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,5670,6.76
40940,Zenonzard The Animation,10773,5.89
35044,Tu Bian Yingxiong Leaf,4551,6.99
36858,Usuzumizakura: Garo,9016,6.21
38021,Monster Strike the Movie: Sora no Kanata,8584,6.28
38653,Dragon Ball Super: Broly - Skytree Super,3335,7.22
40630,Saga Incident,,7.03
38331,Stand My Heroes: Piece of Truth,11305,5.79
35079,Kino no Tabi: The Beautiful World - The Animated Series,1608,7.61
49263,Yaku nara Mug Cup mo: Niban Gama,5308,6.83
50207,Fanren Xiu Xian Chuan 2nd Season,806,7.92
59306,Zhan Shen: Fanchen Shenyu,596,8.07
59916,Dadao Chaotian,1879,7.54
54123,Shixiong A Shixiong,1572,7.62
55993,Fanren Xiu Xian Chuan: Xinghai Feichi Xuzhang,993,7.84
57067,Fanren Xiu Xian Chuan: Xinghai Feichi,350,8.25
60279,Xian Ni: Shenlin Zhi Zhan,1937,7.52
