ID,TITLE,OVERAL RANK,MEAN SCORE
7647,Arakawa Under the Bridge,1763,7.56
8841,Kore wa Zombie desu ka?,2805,7.32
9074,Arakawa Under the Bridge x Bridge,1293,7.71
9379,Denpa Onna to Seishun Otoko,3944,7.11
20853,Hitsugi no Chaika,3424,7.21
21085,Witch Craft Works,4631,6.97
22663,Seiken Tsukai no World Break,5757,6.75
24455,Madan no Ou to Vanadis,4050,7.09
30296,Rakudai Kishi no Cavalry,2331,7.42
30544,Gakusen Toshi Asterisk,5468,6.8
36038,Net-juu no Susume,1964,7.52
36286,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,1722,7.58
37497,Irozuku Sekai no Ashita kara,1952,7.52
37799,Tokyo Ghoul:re 2nd Season,7509,6.46
38450,Mo Dao Zu Shi: Xian Yun Pian,160,8.47
11111,Another,2168,7.46
39026,Dumbbell Nan Kilo Moteru?,3337,7.22
55315,Gensou Mangekyou: The Memories of Phantasm,1709,7.58
550,Yu☆Gi☆Oh!,3235,7.24
3974,Tetsuwan Birdy Decode,2427,7.4
39638,Choujigen Game Neptune The Animation OVA,3681,7.16
36545,Huyao Xiao Hongniang: Qian Yan,2627,7.36
36824,Huyao Xiao Hongniang: Nan Guo,2802,7.32
198,Speed Grapher,2961,7.29
467,Koukaku Kidoutai: Stand Alone Complex,191,8.42
975,Yokohama Kaidashi Kikou,2288,7.43
1450,Brigadoon: Marin to Melan,3510,7.19
2593,Kara no Kyoukai Movie 1: Fukan Fuukei,1775,7.56
5356,Canaan,3414,7.21
25681,Kamisama Hajimemashita◎,367,8.23
28497,Rokka no Yuusha,3142,7.25
30709,Kamisama Hajimemashita: Kako-hen,208,8.4
31838,Ze Tian Ji,5378,6.82
33489,Little Witch Academia (TV),1073,7.8
33562,Heibai Wushang,9403,6.14
35333,Yi Ren Zhi Xia 2,2552,7.37
36661,Dahufa,6339,6.65
37184,Ze Tian Ji 2nd Season,4556,6.99
39495,Totsukuni no Shoujo,1742,7.57
40685,Super Cub,2219,7.45
40911,Yuukoku no Moriarty,468,8.17
41224,Bai Yao Pu,2925,7.29
49357,Star Wars: Visions,4071,7.09
50232,Hongse Jiangshan: Huangma Fenghuo,21763,
50407,Wu Shan Wu Xing: Xichuan Huan Zi Lin,267,8.33
50797,Mao Xian Dong De Shou!,18185,
51195,Wu Shan Wu Xing,3568,7.18
53882,Sand Land,3314,7.22
56553,Kurayukaba,7573,6.45
9260,Kizumonogatari I: Tekketsu-hen,239,8.36
31757,Kizumonogatari II: Nekketsu-hen,113,8.56
31758,Kizumonogatari III: Reiketsu-hen,37,8.78
34561,Re:Creators,1848,7.55
35994,Satsuriku no Tenshi,4682,6.96
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,3252,7.24
42923,SK∞,688,8
59841,Ore dake Level Up na Ken: ReAwakening,521,8.12
54769,Sousei no Aquarion: Myth of Emotions,12754,5.41
49889,Tsuki ga Michibiku Isekai Douchuu 2nd Season,981,7.84
115,Ijigen no Sekai El-Hazard,5635,6.77
992,Dual! Parallel Lun-Lun Monogatari,4241,7.05
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,4388,7.02
33690,Nazotokine,13824,4.81
36220,Itsudatte Bokura no Koi wa 10 cm Datta.,2198,7.45
36754,Kakuriyo no Yadomeshi,1851,7.54
49980,Sugar Apple Fairy Tale,2096,7.48
50999,Extreme Hearts,7132,6.52
52092,My Home Hero,4055,7.09
53179,Ars no Kyojuu,9982,6.04
3272,Kinnikuman,3378,7.21
86,Kidou Senshi Gundam ZZ,6210,6.67
5713,Minami-ke Betsubara,2087,7.48
12449,Maken-Ki! Specials,9249,6.17
53223,Kingdom 5th Season,53,8.72
44248,Fate/Grand Carnival,1298,7.71
53127,Fate/strange Fake: Whispers of Dawn,435,8.18
33118,Kuma Miko Specials,6992,6.54
38002,Asobi Asobase Specials,1659,7.59
49692,Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,3110,7.26
51368,Orient: Awajishima Gekitou-hen,4327,7.04
50549,Bubble,3245,7.24
43506,Alice Gear Aegis: Doki! Actress Darake no Mermaid Grand Prix♥,12321,5.54
48624,Re:cycle of the Penguindrum,3388,7.21
178,Ultra Maniac,3742,7.15
505,Fushigiboshi no☆Futagohime,3001,7.28
852,Gokinjo Monogatari,1386,7.68
957,Saiunkoku Monogatari,916,7.87
1516,Kirarin☆Revolution,4046,7.09
1744,Wagamama☆Fairy Mirumo de Pon!,2906,7.3
7645,Heartcatch Precure!,934,7.86
12461,Hiiro no Kakera,6099,6.69
31884,Mahoutsukai Precure!,2874,7.31
53097,Tokyo Mew Mew New ♡ 2nd Season,5943,6.72
5682,Phantom: Requiem for the Phantom,817,7.92
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,2177,7.46
50854,"Benriya Saitou-san, Isekai ni Iku",2506,7.38
226,Elfen Lied,2178,7.46
36458,Soukou Musume Senki,11325,5.78
50955,Onipan!,7288,6.49
30123,Akagami no Shirayuki-hime,1168,7.76
36064,Fate/Grand Order,,7.62
57066,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,870,7.89
58739,Momentary Lily,10685,5.91
58822,Izure Saikyou no Renkinjutsushi?,6572,6.61
18,Initial D Fourth Stage,452,8.17
32,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",118,8.56
33,Kenpuu Denki Berserk,102,8.6
47,Akira,471,8.16
68,Black Cat,2858,7.31
72,Full Metal Panic? Fumoffu,665,8.02
101,Air,3069,7.27
125,Futakoi,7826,6.41
186,Initial D Second Stage,424,8.19
187,Initial D Third Stage,839,7.91
189,Love Hina,4048,7.09
199,Sen to Chihiro no Kamikakushi,41,8.77
227,FLCL,631,8.04
239,Gankutsuou,537,8.11
248,Ichigo 100%,6620,6.61
431,Howl no Ugoku Shiro,74,8.67
469,Karin,4022,7.1
540,Tenchi Muyou! Ryououki 2nd Season,1638,7.6
801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,146,8.51
849,Suzumiya Haruhi no Yuuutsu,1026,7.82
861,xxxHOLiC,729,7.97
1142,Hachimitsu to Clover II,437,8.18
1222,Bokura ga Ita,3266,7.23
1281,Gakkou no Kaidan,1208,7.75
1519,Black Lagoon: The Second Barrage,461,8.17
1562,Yamato Nadeshiko Shichihenge♥,1321,7.71
1689,Byousoku 5 Centimeter,1820,7.55
1698,Nodame Cantabile,348,8.25
1722,Nagasarete Airantou,3386,7.21
2236,Toki wo Kakeru Shoujo,551,8.09
2476,School Days,12421,5.51
2581,Kidou Senshi Gundam 00,543,8.1
2923,Shugo Chara!,2406,7.41
2924,ef: A Tale of Memories.,932,7.86
3358,Kure-nai,2871,7.31
3467,Nogizaka Haruka no Himitsu,3532,7.19
4382,Suzumiya Haruhi no Yuuutsu (2009),3303,7.23
4472,Lucky☆Star: Original na Visual to Animation,1074,7.8
4722,Skip Beat!,593,8.07
4744,Akaneiro ni Somaru Saka,8053,6.37
4999,Asu no Yoichi!,6239,6.67
5040,One Outs,273,8.32
5530,Pandora Hearts,1516,7.64
54959,BanG Dream! It's MyGO!!!!!,371,8.23
16498,Shingeki no Kyojin,117,8.56
23755,Nanatsu no Taizai,1620,7.61
57944,"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki",11642,5.71
57945,Tasuuketsu,12307,5.55
57646,Mob kara Hajimaru Tansaku Eiyuutan,11144,5.82
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,4796,6.93
12291,Acchi Kocchi,2110,7.47
22199,Akame ga Kill!,2102,7.48
34134,One Punch Man 2nd Season,1864,7.54
35413,Imouto sae Ireba Ii.,3258,7.24
37086,Kakegurui××,3543,7.18
38830,"Hachi-nan tte, Sore wa Nai deshou!",8639,6.27
50404,Xian Wang de Richang Shenghuo 3,2670,7.35
53149,Oemojisangjuui,2399,7.41
53626,"Bye Bye, Earth",9909,6.05
54309,Blue Archive the Animation,4372,7.03
58437,"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita",9747,6.08
60057,Chao Neng Lifang: Chaofan Pian,3415,7.21
350,Ojamajo Doremi,2745,7.33
1650,Uchuu Senkan Yamato,1871,7.54
5177,Denpa-teki na Kanojo,2120,7.47
967,Hokuto no Ken,749,7.96
35964,Basilisk: Ouka Ninpouchou,12280,5.56
58351,Chibi Godzilla no Gyakushuu 2nd Season,5540,6.79
2280,Hare Tokidoki Buta (TV),7353,6.48
58,Blue Gender,4444,7.01
250,Konjiki no Gash Bell!!,1837,7.55
322,Paradise Kiss,915,7.87
1726,Devil May Cry,4705,6.95
2252,Devilman,7155,6.51
18893,Aoki Hagane no Arpeggio: Ars Nova,2761,7.33
17265,Log Horizon,855,7.9
53488,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",5679,6.76
56348,Dungeon no Naka no Hito,3927,7.12
57567,Shy 2nd Season,4901,6.91
59265,Magic Maker: Isekai Mahou no Tsukurikata,5355,6.82
23321,Log Horizon 2nd Season,1839,7.55
41109,Log Horizon: Entaku Houkai,4182,7.07
52291,Tiger & Bunny 2 Part 2,2037,7.5
35330,Poputepipikku,2948,7.29
4177,Bounen no Xamdou,1550,7.62
39195,Beastars,1098,7.79
39491,Psycho-Pass 3,2265,7.44
49211,Gundam Breaker: Battlogue,9400,6.14
61582,Dream Photobooth,20909,
3077,Warau Salesman,5054,6.88
168,s.CRY.ed,2661,7.35
885,Tenshi no Tamago,1314,7.71
5079,Kurokami The Animation,3890,7.12
8956,Denkou Chou Tokkyuu Hikarian,8526,6.29
15883,Fantasista Doll,9322,6.15
16528,Hal,2519,7.38
29758,Taboo Tattoo,11570,5.73
31499,Huyao Xiao Hongniang,3797,7.14
33371,Atom: The Beginning,5459,6.8
34012,Isekai Shokudou,2386,7.41
34102,Sakurada Reset,2754,7.33
34636,Ballroom e Youkoso,431,8.18
34712,Kujira no Kora wa Sajou ni Utau,3697,7.16
34834,Hina Logi: From Luck & Logic,6430,6.64
34881,Aho Girl,5970,6.71
34933,Kakegurui,3353,7.22
34934,Koi to Uso,7451,6.47
35114,Clione no Akari,12780,5.4
35203,Isekai wa Smartphone to Tomo ni.,9570,6.11
35224,Kidou Senshi Gundam: Twilight Axis,13738,4.89
35240,Princess Principal,1430,7.67
35427,Animegataris,8056,6.37
35589,Toji no Miko,5522,6.79
35905,Ryuuou no Oshigoto!,5364,6.82
36009,Two Car,11934,5.65
36028,Golden Kamuy,896,7.88
36108,Takunomi.,7699,6.43
36266,Mahou Shoujo Site,7075,6.53
36296,Hinamatsuri,517,8.12
36397,Shiyan Pin Jiating,8477,6.3
36516,Beatless,8941,6.22
36652,Piano no Mori (TV),2879,7.31
37140,Gegege no Kitarou (2018),3277,7.23
37188,Fumikiri Jikan,8091,6.36
37245,Gundam Build Divers,8422,6.31
37579,Tonari no Kyuuketsuki-san,4075,7.09
37976,Zombieland Saga,2045,7.5
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,207,8.4
41168,Nakitai Watashi wa Neko wo Kaburu,2654,7.35
41219,Fanren Xiu Xian Chuan,1256,7.73
42481,Yeon-ae Halujeon Zero,3504,7.19
42629,Yeon-ae Halujeon 2,2539,7.38
42632,Yeon-ae Halujeon,3403,7.21
42847,Ai no Utagoe wo Kikasete,1378,7.68
46093,Shiroi Suna no Aquatope,1982,7.51
47161,Shikkakumon no Saikyou Kenja,8926,6.22
48727,Yoru no Kuni,2289,7.43
49690,Girls & Panzer: Saishuushou Part 3 Specials,3172,7.25
49834,Boku ga Aishita Subete no Kimi e,2010,7.5
49835,Kimi wo Aishita Hitori no Boku e,2200,7.45
50593,"Natsu e no Tunnel, Sayonara no Deguchi",758,7.95
51116,Kagami no Kojou,1834,7.55
52892,Anata no France wa Donna Tokoro?,10216,5.99
53355,Kumo wo Kou,,6.46
55517,The iDOLM@STER Cinderella Girls: U149 Recap,8137,6.35
58606,Girls & Panzer: Saishuushou Part 4 Specials,2800,7.32
60546,Momose Akira no Hatsukoi Hatanchuu. PV,,6.41
44037,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",4817,6.92
51064,Kuro no Shoukanshi,4337,7.03
418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,3298,7.23
1731,Tales of Symphonia The Animation: Sylvarant-hen,3844,7.13
2150,Tanoshii Muumin Ikka,314,8.28
2911,Kyoushirou to Towa no Sora Specials,7477,6.46
5957,Nyoro-n Churuya-san,7380,6.48
6747,Dance in the Vampire Bund,4659,6.96
11021,Muv-Luv Alternative: Total Eclipse,4131,7.08
24873,Juuou Mujin no Fafnir,9259,6.16
28013,Macross Δ,3018,7.28
28817,Mikagura Gakuen Kumikyoku (TV),6214,6.67
28977,Gintama°,6,9.05
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,2404,7.41
31629,Granblue Fantasy The Animation,6546,6.62
34822,Tsuki ga Kirei,657,8.02
31433,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,1069,7.8
38000,Kimetsu no Yaiba,188,8.43
42429,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,585,8.07
47159,Tensai Ouji no Akaji Kokka Saisei Jutsu,2536,7.38
48413,Hataraku Maou-sama!!,6347,6.65
48753,Jahy-sama wa Kujikenai!,4456,7.01
50710,Urusei Yatsura (2022),2434,7.4
51213,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,5482,6.8
51252,Spy Kyoushitsu,7883,6.4
18679,Kill la Kill,651,8.03
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,92,8.62
59,Chobits,2491,7.39
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,3361,7.22
32245,Kuromukuro,3891,7.12
36587,Granblue Fantasy The Animation Season 2,5885,6.73
37379,Chihayafuru 3,175,8.45
36999,Zoku Owarimonogatari,187,8.43
1642,Sugar Sugar Rune,2033,7.5
15417,Gintama': Enchousen,11,9.02
23281,Psycho-Pass 2,2403,7.41
721,Princess Tutu,487,8.14
40269,Kengan Ashura Part 2,1422,7.67
6383,Chargeman Ken!,14084,4.48
37985,Aggressive Retsuko (ONA) 2nd Season,1280,7.72
49733,Yuukoku no Moriarty OVA,1087,7.8
50094,Lupin III: Part 6 - Jidai,2737,7.33
61239,Binan Koukou Chikyuu Bouei-bu Haikara!,10149,6
15,Eyeshield 21,836,7.91
12031,Kingdom,900,7.88
53150,Onimusha,7002,6.54
43229,Godzilla: S.P,6344,6.65
202,Wolf's Rain,1095,7.79
1466,Hakugei Densetsu,6883,6.56
4879,Mouryou no Hako,3901,7.12
798,Yomigaeru Sora: Rescue Wings,2695,7.34
1344,Eightman After,9228,6.17
31537,Manaria Friends,6193,6.68
42295,Fushigi Dagashiya: Zenitendou,10162,6
19315,Pupa,14262,3.28
50515,Artiswitch Picture Drama,6798,6.57
5205,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),233,8.37
6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,1907,7.53
6954,Kara no Kyoukai Movie 8: Shuushou,3376,7.21
14807,Kara no Kyoukai Movie: Mirai Fukuin,721,7.98
22763,Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,2256,7.44
22847,Kara no Kyoukai Movie: Mirai Fukuin - Manner Movie,9438,6.13
23697,Kara no Kyoukai: Manner Movies,7754,6.42
167,Scrapped Princess,2602,7.36
1212,Oban Star-Racers,1979,7.51
9055,Tamayura,3825,7.14
21573,Senki Zesshou Symphogear GX,2215,7.45
32686,Keijo!!!!!!!!,4942,6.9
37302,Kemurikusa (TV),4333,7.03
39792,Eizouken ni wa Te wo Dasu na!,496,8.13
41402,Mairimashita! Iruma-kun 2nd Season,656,8.02
46422,Niehime to Kemono no Ou,813,7.92
56218,Houkago no Breath,4248,7.05
121,Fullmetal Alchemist,536,8.11
334,Marmalade Boy,2393,7.41
55877,Henjin no Salad Bowl,3088,7.27
57798,Shinkalion: Change the World,10994,5.85
4080,Kyou kara Maou! 3rd Series,1270,7.72
5300,Zoku Natsume Yuujinchou,135,8.53
46654,IDOLiSH7 Third Beat! Part 2,263,8.34
48804,Isekai Shokudou 2,1352,7.69
55748,Love Live! Nijigasaki Gakuen School Idol Doukoukai: Kanketsu-hen,1306,7.71
1117,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,2659,7.35
502,Dragon Ball Movie 1: Shen Long no Densetsu,5802,6.74
1488,Area 88,2115,7.47
5081,Bakemonogatari,274,8.32
20509,Fate/kaleid liner Prisma☆Illya 2wei!,3443,7.2
34914,New Game!!,1360,7.69
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",2809,7.32
40861,Hakumei no Tsubasa,1949,7.52
50338,Kunoichi Tsubaki no Mune no Uchi,4029,7.1
51096,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,595,8.07
10012,Carnival Phantasm,926,7.87
18671,Chuunibyou demo Koi ga Shitai! Ren,1821,7.55
33731,Gabriel DropOut,2301,7.43
48824,Blue Archive PVs,,7.47
37393,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",5779,6.74
44203,Seirei Gensouki,4203,7.06
270,Hellsing,2020,7.5
1292,Afro Samurai,2557,7.37
49618,Shuumatsu no Walküre II,2050,7.49
54449,Ishura,5912,6.72
37525,Babylon,5790,6.74
67,Basilisk: Kouga Ninpou Chou,1892,7.53
240,Genshiken,1545,7.63
478,Sousei no Aquarion,4145,7.08
1033,Sennen Joyuu,359,8.24
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,148,8.5
5039,Kurozuka,5195,6.85
5507,Senjou no Valkyria,1785,7.56
12293,Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,4927,6.9
34382,Citrus,7715,6.43
61410,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita Mini Anime Gekijou,12179,5.59
31,Shinseiki Evangelion Movie: Shi to Shinsei,2048,7.49
164,Mononoke Hime,75,8.67
405,Blood: The Last Vampire,5081,6.87
430,Fullmetal Alchemist: The Conqueror of Shamballa,2016,7.5
523,Tonari no Totoro,345,8.25
585,Mimi wo Sumaseba,385,8.22
838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,10256,5.98
882,Yuu☆Yuu☆Hakusho (Movie),5458,6.8
1121,Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,5673,6.76
1709,Pokemon: Mewtwo! Ware wa Koko ni Ari,4137,7.08
2520,Dragon Ball Specials,5982,6.71
6922,Fate/stay night Movie: Unlimited Blade Works,2495,7.39
9135,Fullmetal Alchemist: The Sacred Star of Milos,3105,7.26
12355,Ookami Kodomo no Ame to Yuki,116,8.56
12565,Fate/Prototype,6543,6.62
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,7822,6.41
23233,Shinmai Maou no Testament,6140,6.68
23775,Shingeki no Kyojin Movie 1: Guren no Yumiya,953,7.85
26449,Akame ga Kill! Recap,5787,6.74
28069,Shigatsu wa Kimi no Uso: Moments,1364,7.69
30868,Ajin Part 1: Shoudou,2372,7.41
30915,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,5335,6.83
33569,Re:Petit kara Hajimeru Isekai Seikatsu,6219,6.67
36517,Ninja Batman,9615,6.1
36726,Yuragi-sou no Yuuna-san,4634,6.97
38085,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,4934,6.9
38810,Bleach: Gotei 13 Omake,6970,6.54
40262,Haikyuu!! Riku vs. Kuu,994,7.84
42030,Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo,3339,7.22
46431,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.",1167,7.76
47398,Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen,6168,6.68
48861,Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Kimetsu no Utage Tokubetsu-hen,6337,6.65
51403,Renai Flops,6037,6.7
52031,Itou Junji: Maniac,6285,6.66
5258,Hajime no Ippo: New Challenger,73,8.67
30991,Himouto! Umaru-chan OVA,3282,7.23
15109,Cuticle Tantei Inaba,3248,7.24
48363,RPG Fudousan,6122,6.69
6633,Queen's Blade: Gyokuza wo Tsugu Mono,7102,6.52
8765,Futarigurashi,11402,5.76
12187,Carnival Phantasm EX Season,2231,7.45
15125,Teekyuu,6937,6.55
15927,Carnival Phantasm: HibiChika Special,2787,7.32
22835,Himegoto,10810,5.88
32979,Flip Flappers,1555,7.62
37682,Wakaokami wa Shougakusei! Movie,2041,7.5
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,2730,7.34
40397,Maoujou de Oyasumi,757,7.95
43001,Youjo Shachou,6681,6.59
48426,Kitarou Tanjou: Gegege no Nazo,1355,7.69
48997,Fantasy Bishoujo Juniku Ojisan to,3929,7.12
51692,Yoru wa Neko to Issho,3505,7.19
58854,Kinoko Inu,5006,6.89
34535,Koisuru Shirokuma,6637,6.6
50696,One Piece: Barto no Himitsu no Heya!,8902,6.23
51866,CoroCoro Monster Ball,12522,5.48
52553,Pokepeace,19248,
54434,Chan Chiho Challenge Channel,20290,
56118,VSPO! PVs,,
57271,Nissin Yakisoba U.F.O. CMs,,
58248,Pokemon Masters EX,,5.96
59616,PokeMinutes,19244,
60733,Tamagotchi Short Anime 2nd Season,15308,
37850,Elleair x Kamiusagi Rope,20989,
57595,Pokemon Sleep CMs,,6
43,Koukaku Kidoutai,332,8.27
150,Blood+,1643,7.6
154,Shaman King,1243,7.73
156,X,2537,7.38
158,Maria-sama ga Miteru,3044,7.27
191,Love Hina Christmas Special: Silent Eve,2886,7.3
209,R.O.D: The TV,1967,7.52
330,Midori no Hibi,3385,7.21
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,8214,6.34
460,One Piece Movie 02: Nejimaki-jima no Daibouken,4134,7.08
461,One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,5341,6.83
485,Damekko Doubutsu,3332,7.22
507,Gravitation: Lyrics of Love,5071,6.88
528,Pokemon Movie 01: Mewtwo no Gyakushuu,1429,7.67
597,Neko no Ongaeshi,1308,7.71
653,Galaxy Angel 3,3086,7.27
655,Galaxy Angel 4,3519,7.19
759,Tokyo Godfathers,315,8.28
851,Kyou kara Ore wa!!,611,8.06
892,Dragon Ball Movie 3: Makafushigi Daibouken,5404,6.81
997,Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,1371,7.69
1007,Ranma ½ OVA,1235,7.74
1023,Wolf's Rain OVA,726,7.98
1030,Heisei Tanuki Gassen Ponpoko,2933,7.29
1060,Oruchuban Ebichu,2599,7.36
1190,Tennis no Oujisama: Sonzoku Yama no Hi,2689,7.34
1191,Saber Marionette J Again,3489,7.19
1209,Nasu: Andalusia no Natsu,4677,6.96
1364,Meitantei Conan Movie 05: Tengoku e no Countdown,526,8.11
1365,Meitantei Conan Movie 06: Baker Street no Bourei,305,8.29
1524,Fuujin Monogatari,3421,7.21
1600,Galaxy Angel Rune,8950,6.22
1738,Muteki Kanban Musume,4184,7.07
1778,Dae Jang Geum: Jang Geum's Dream,3163,7.25
1829,Ged Senki,5470,6.8
1838,Mitsu x Mitsu Drops,10893,5.86
1844,Clamp Gakuen Tanteidan,5319,6.83
1859,Grappler Baki,5406,6.81
1939,SD Gundam Gaiden,11647,5.71
1954,Rayearth,5275,6.84
2026,Hayate no Gotoku!,2019,7.5
2045,Mahou no Tenshi Creamy Mami: Eien no Once More,8197,6.34
2046,Mahou no Tenshi Creamy Mami: Long Goodbye,7260,6.5
2172,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,5243,6.84
2272,Mahou no Princess Minky Momo: Yume no Naka no Rondo,6917,6.55
2305,Kidou Senshi SD Gundam Mk-III,11483,5.74
2392,Doraemon Movie 26: Nobita no Kyouryuu 2006,1543,7.63
2393,Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,2494,7.39
2429,Unico: Mahou no Shima e,4148,7.08
2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,835,7.91
2594,Piano no Mori,1624,7.61
2611,Panda Kopanda,5840,6.73
2617,Ghiblies,8158,6.35
2625,The☆Doraemons: Kaitou Dorapin Nazo no Chousenjou!,5208,6.85
2645,Dorami & Doraemons: Space Land Kiki Ippatsu!,6873,6.56
2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa",7156,6.51
2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,2997,7.28
2655,Doraemon Movie 23: Nobita to Robot Kingdom,3083,7.27
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,2442,7.4
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,4580,6.98
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,3785,7.14
2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,3515,7.19
2660,Doraemon: Nobita's the Night Before a Wedding,3334,7.22
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,3591,7.18
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,4643,6.97
2664,Doraemon Movie 19: Nobita no Nankai Daibouken,2791,7.32
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,1466,7.65
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,3606,7.17
253,Jungle wa Itsumo Hare nochi Guu,1072,7.8
49073,Kidou Senshi Gundam SEED Freedom,1908,7.53
2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,1573,7.62
52198,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,50,8.73
31181,Owarimonogatari,172,8.45
32268,Koyomimonogatari,1561,7.62
49413,Shiguang Dailiren II,81,8.64
2142,Blue Dragon,7896,6.4
5940,Seiken no Blacksmith,6390,6.64
10165,Nichijou,161,8.47
28833,Chain Chronicle: Haecceitas no Hikari,6972,6.54
31783,Yowamushi Pedal: New Generation,1531,7.63
32271,Dies Irae,12825,5.39
34494,Sakura Quest,2531,7.38
34552,Dream Festival! R,5325,6.83
35220,Youkai Apartment no Yuuga na Nichijou,3570,7.18
35241,Konohana Kitan,2136,7.47
35251,Sengoku Night Blood,9352,6.15
35540,Slow Start,4413,7.02
38009,Re:Stage! Dream Days♪,6036,6.7
38715,SD Gundam World: Sangoku Souketsuden,11796,5.68
39221,Bem,9739,6.08
39417,Granbelm,6281,6.66
42307,Subarashiki Kono Sekai The Animation,9357,6.15
42340,Meikyuu Black Company,3383,7.21
43299,Wonder Egg Priority,1809,7.55
45572,Mahouka Koukou no Yuutousei,6191,6.68
47391,Seven Knights Revolution: Eiyuu no Keishousha,8476,6.3
48742,"Kono Healer, Mendokusai",8193,6.34
48842,Mahoutsukai Reimeiki,7939,6.39
50528,Golden Kamuy 4th Season,516,8.12
51711,Hyouken no Majutsushi ga Sekai wo Suberu,8098,6.36
55844,Tasogare Out Focus,2151,7.47
57102,Houkago Shounen Hanako-kun Part 2,4020,7.1
59070,Guilty Gear Strive: Dual Rulers,10555,5.93
49123,BanG Dream! Garupa☆Pico Fever!,1282,7.72
218,Kidou Senkan Nadesico,2072,7.49
620,Takahashi Rumiko Gekijou Ningyo no Mori,4431,7.01
