USER_ID,ANIME ID,USER RANK
33,57907,30
33,58082,31
33,58484,32
33,58600,33
33,58614,34
33,58725,35
33,58853,36
33,58939,37
33,59130,38
33,59135,39
33,59169,40
33,59361,41
33,59459,42
33,59597,43
33,60140,44
33,60316,45
33,60523,46
33,60732,47
33,50392,48
33,55597,49
33,55866,50
33,58271,51
33,58426,52
33,60293,53
33,54028,54
33,54041,55
37,563,1
37,11771,2
37,30015,3
37,31621,4
37,53065,5
37,59161,6
37,59207,7
37,59597,8
37,60285,9
37,60543,10
39,12189,1
38,6702,1
38,39534,2
38,50184,3
38,53439,4
38,355,5
38,392,6
38,552,7
38,10793,8
38,18139,9
38,22877,10
38,28423,11
38,31229,12
38,33948,13
38,36882,14
38,37033,15
38,37202,16
38,37786,17
38,38572,18
38,38671,19
38,38778,20
38,40716,21
38,40763,22
38,40956,23
38,41094,24
38,41468,25
38,41899,26
38,45576,27
38,47163,28
38,48776,29
38,50306,30
38,50392,31
38,51297,32
38,51498,33
38,52034,34
38,52709,35
38,52816,36
38,52985,37
38,53237,38
38,53494,39
38,53516,40
38,54103,41
38,54789,42
38,55791,43
38,56062,44
38,56425,45
38,57533,46
38,57876,47
38,57892,48
38,57947,49
38,58259,50
38,58271,51
38,58514,52
38,58600,53
38,58853,54
38,59002,55
38,59113,56
38,59135,57
38,59160,58
38,59514,59
38,59597,60
38,59730,61
38,59935,62
38,60154,63
38,60157,64
35,59130,1
35,5114,2
35,50694,3
35,57160,4
35,58812,5
35,59597,6
35,60285,7
36,36906,1
36,8074,2
36,35338,3
36,21,4
36,185,5
36,4901,6
36,10564,7
36,38329,8
36,53065,9
36,53397,10
36,58390,11
36,59689,12
36,59898,13
36,59986,14
40,53111,1
41,59845,1
41,60543,2
41,21,3
41,53065,4
41,58390,5
41,59177,6
41,59791,7
41,59986,8
41,61322,9
41,40351,10
41,50694,11
41,53512,12
41,58812,13
41,58913,14
41,59062,15
41,59597,16
41,59619,17
41,59636,18
41,59898,19
41,60285,20
41,60665,21
41,49778,22
41,53876,23
41,56700,24
41,58811,25
41,59189,26
41,59402,27
41,59689,28
41,60334,29
41,57907,30
41,59277,31
41,2104,32
41,14131,33
41,57433,34
41,59205,35
41,59207,36
41,59459,37
42,57907,1
42,58390,2
42,53065,3
42,58913,4
42,59459,5
42,59986,6
42,60334,7
42,58812,8
42,59205,9
42,59632,10
42,59791,11
42,59845,12
42,59898,13
42,60543,14
42,59062,15
42,59342,16
42,1735,17
43,16,1
43,30,2
43,205,3
43,457,4
43,578,5
43,743,6
43,877,7
43,918,8
43,1029,9
43,1210,10
43,4081,11
43,5114,12
43,6880,13
43,7711,14
43,10800,15
43,14289,16
43,14513,17
43,16662,18
43,16918,19
43,17549,20
43,21557,21
43,21995,22
43,22789,23
43,23289,24
43,28297,25
43,31043,26
43,31374,27
43,32729,28
43,33352,29
43,34599,30
43,35839,31
43,35851,32
43,36470,33
43,37141,34
43,37349,35
43,37521,36
43,37623,37
43,40834,38
43,41025,39
43,42897,40
43,43692,41
43,49909,42
43,50265,43
43,53126,44
43,55597,45
43,55866,46
43,59845,47
45,93,1
48,543,1
48,2724,2
48,7031,3
48,38824,4
48,1589,5
48,2284,6
48,2550,7
48,8440,8
48,8795,9
48,20613,10
48,27947,11
48,29803,12
48,30016,13
48,31138,14
48,33372,15
48,35857,16
48,37345,17
48,40578,18
48,41456,19
48,49842,20
48,51462,21
48,2082,22
48,2147,23
48,34414,24
48,52969,25
48,56923,26
48,57891,27
47,54197,1
47,55072,2
47,55689,3
47,58197,4
47,59161,5
47,59898,6
49,1564,1
49,3199,2
49,23135,3
49,24277,4
49,34292,5
49,42740,6
49,60070,7
49,60506,8
49,62238,9
46,11843,1
46,40960,2
46,45613,3
46,61322,4
46,42249,5
46,47257,6
46,48417,7
46,49612,8
46,52461,9
46,53126,10
46,53446,11
46,235,12
46,50932,13
46,58395,14
46,59160,15
46,60285,16
46,60543,17
46,40530,18
46,56700,19
46,59095,20
46,60697,21
46,59177,22
46,9253,23
46,10568,24
46,12413,25
46,13759,26
46,14749,27
46,25835,28
46,28121,29
46,30307,30
46,32937,31
46,33206,32
46,34626,33
46,38483,34
46,41389,35
46,42625,36
51,49778,1
51,49818,2
51,53065,3
51,57433,4
51,58390,5
51,59062,6
51,59095,7
51,59177,8
51,59205,9
51,59459,10
51,59791,11
51,59845,12
51,59898,13
51,60543,14
50,49818,1
50,53447,2
50,22535,3
50,20,4
50,42941,5
50,58913,6
50,59205,7
50,60732,8
50,53397,9
50,58082,10
53,205,1
53,11771,2
53,28735,3
53,37521,4
53,37965,5
53,40732,6
53,40834,7
53,42892,8
53,43325,9
53,43608,10
53,44388,11
53,45560,12
53,48556,13
53,48569,14
53,49114,15
53,50608,16
53,51009,17
53,52215,18
53,52955,19
53,53065,20
53,59062,21
53,59845,22
53,60543,23
54,29787,1
54,31227,2
54,31251,3
54,31637,4
54,33191,5
54,4654,6
54,6746,7
54,25099,8
54,27631,9
54,28391,10
54,29854,11
54,29976,12
54,30363,13
54,30654,14
54,30749,15
54,30806,16
54,30831,17
54,30895,18
54,31147,19
54,31163,20
54,31173,21
54,31318,22
54,31540,23
54,31580,24
54,31621,25
54,31636,26
54,31706,27
54,31764,28
54,31771,29
54,31821,30
54,31859,31
54,31953,32
54,32013,33
54,32182,34
54,32282,35
54,32491,36
54,32494,37
54,32526,38
54,32664,39
54,32673,40
54,32729,41
54,32828,42
54,32901,43
54,32947,44
54,32998,45
54,33095,46
54,33486,47
54,35849,48
54,35860,49
54,37349,50
54,37520,51
54,39198,52
54,40417,53
54,41762,54
54,42310,55
54,44961,56
54,45613,57
54,47194,58
54,47917,59
54,48414,60
54,48556,61
54,49596,62
54,49828,63
54,51464,64
54,52505,65
54,53447,66
54,53770,67
54,54632,68
54,54837,69
54,54853,70
54,54869,71
54,55701,72
54,55848,73
54,55887,74
54,56230,75
54,56352,76
54,56843,77
54,57181,78
54,57635,79
54,58197,80
54,58390,81
54,58514,82
54,58811,83
54,59055,84
54,59062,85
54,59177,86
54,59207,87
54,59228,88
54,59597,89
54,59632,90
54,59898,91
54,60285,92
54,60377,93
54,60543,94
59,1735,1
59,59205,2
59,58939,3
58,58514,1
58,49981,2
58,56738,3
58,58359,4
58,59130,5
58,59466,6
58,59597,7
58,60083,8
58,60157,9
58,60293,10
58,61224,11
55,3230,1
55,7522,2
55,21,3
55,80,4
55,1827,5
55,4087,6
55,6974,7
55,18397,8
55,35541,9
55,35760,10
55,36474,11
55,42897,12
55,50607,13
55,53447,14
55,55830,15
55,56566,16
55,58953,17
55,59062,18
55,59177,19
55,59597,20
55,60285,21
55,61322,22
57,1564,1
57,8795,2
57,37450,3
57,53065,4
57,53447,5
57,58488,6
57,58514,7
57,58812,8
57,58953,9
57,59898,10
57,59986,11
57,60334,12
57,60726,13
57,61322,14
63,966,1
63,8687,2
63,58812,3
63,59342,4
64,918,1
64,59205,2
64,21,3
64,50608,4
64,59062,5
64,59177,6
64,59986,7
64,60543,8
64,60732,9
61,21,1
61,28249,2
60,5781,1
60,53065,2
60,55071,3
60,56894,4
60,57616,5
60,57864,6
60,58131,7
60,58390,8
60,58853,9
60,59791,10
60,49981,11
60,50694,12
60,53397,13
60,54853,14
60,55791,15
60,55842,16
60,56693,17
60,57611,18
60,58725,19
60,58780,20
60,58811,21
60,58957,22
60,59062,23
60,59095,24
60,59130,25
60,59135,26
60,59161,27
60,59205,28
60,59207,29
60,59342,30
60,59360,31
60,59424,32
60,59597,33
60,59619,34
60,59632,35
60,59986,36
60,60154,37
60,60543,38
60,60651,39
60,60951,40
62,59597,1
67,482,1
67,846,2
67,18897,3
67,29803,4
67,33899,5
67,34104,6
67,40488,7
67,41120,8
67,41589,9
67,44516,10
67,48736,11
67,49556,12
67,49979,13
67,50185,14
67,50602,15
67,50652,16
67,52865,17
67,53132,18
66,51772,1
66,59062,2
66,457,3
66,3006,4
66,5941,5
66,55866,6
66,57719,7
66,59136,8
66,60535,9
66,235,10
66,918,11
66,4081,12
66,14713,13
66,45055,14
66,51614,15
66,54284,16
66,60131,17
66,27441,18
66,56964,19
66,36864,20
66,51815,21
66,45,22
66,53,23
66,345,24
66,355,25
66,1453,26
66,2034,27
66,3731,28
66,5690,29
66,6746,30
66,11597,31
66,14833,32
66,32937,33
66,35249,34
66,41025,35
66,45653,36
66,49782,37
66,49784,38
66,51680,39
66,52481,40
66,54829,41
66,55071,42
66,55318,43
66,55842,44
66,56228,45
66,56752,46
66,57181,47
66,57362,48
66,57524,49
66,57611,50
66,58811,51
66,58853,52
66,58939,53
66,59207,54
66,59421,55
66,59597,56
66,59689,57
66,60130,58
66,60334,59
66,60377,60
69,60334,1
69,54028,2
69,170,3
69,3652,4
69,16700,5
69,23423,6
69,39741,7
69,42205,8
69,42892,9
69,49778,10
69,49818,11
69,50694,12
69,50855,13
69,53065,14
69,55830,15
69,56907,16
69,57907,17
69,58390,18
69,58749,19
69,58811,20
69,58913,21
69,59062,22
69,59130,23
69,59177,24
69,59205,25
69,59207,26
69,59459,27
69,59597,28
69,59619,29
69,59632,30
69,59845,31
69,59898,32
69,59986,33
69,60260,34
69,60285,35
69,60543,36
69,61322,37
65,96,1
65,482,2
65,764,3
65,1264,4
65,1316,5
65,1410,6
65,1894,7
65,2316,8
65,3022,9
65,3101,10
65,3270,11
65,3444,12
65,3619,13
65,3672,14
65,5833,15
65,5997,16
65,6868,17
65,6917,18
65,8194,19
65,9284,20
65,13585,21
65,17467,22
65,19157,23
65,19997,24
65,42057,25
65,48391,26
65,48452,27
65,49778,28
65,50694,29
65,53397,30
65,53512,31
65,53907,32
65,54028,33
65,54197,34
65,55830,35
65,56420,36
65,56700,37
65,56907,38
65,57184,39
65,58082,40
65,58811,41
65,58812,42
65,58913,43
65,58996,44
65,59062,45
65,59095,46
65,59130,47
65,59205,48
65,59207,49
65,59402,50
65,59424,51
65,59459,52
65,59619,53
65,59666,54
65,59689,55
65,59791,56
65,60130,57
65,60131,58
65,60260,59
65,60285,60
65,60315,61
65,60316,62
65,60401,63
65,60506,64
65,60535,65
65,60543,66
65,60603,67
65,60651,68
65,60697,69
65,60732,70
65,60951,71
65,61274,72
65,61322,73
65,62238,74
73,52347,1
74,53447,1
74,58812,2
74,59177,3
74,60543,4
74,61322,5
72,49778,1
72,58390,2
72,58913,3
72,59177,4
72,59207,5
72,59597,6
72,60334,7
72,60401,8
72,56420,9
72,58197,10
72,59205,11
72,59342,12
72,59619,13
72,59632,14
72,60260,15
72,60285,16
72,60543,17
72,60697,18
72,37962,19
72,57907,20
72,59421,21
72,586,22
72,2246,23
72,12815,24
72,40417,25
72,48471,26
72,53447,27
72,57433,28
72,58811,29
72,58883,30
72,59062,31
72,59402,32
72,59459,33
72,59845,34
72,59898,35
72,60130,36
72,60131,37
72,60315,38
72,60316,39
72,60732,40
72,61322,41
70,19157,1
70,53065,2
70,7261,3
70,17147,4
70,23579,5
70,29865,6
70,56885,7
70,22955,8
70,23781,9
70,32831,10
70,59597,11
70,59986,12
70,60543,13
70,61793,14
77,37991,1
77,56784,2
77,54617,3
77,57796,4
77,60009,5
77,34368,6
79,49778,1
79,53447,2
79,55995,3
79,58811,4
79,58913,5
79,59062,6
79,59177,7
79,59421,8
79,59459,9
79,59597,10
79,59935,11
79,60260,12
79,60285,13
79,60543,14
79,60732,15
79,61322,16
76,19,1
76,34034,2
76,235,3
76,9253,4
76,10800,5
76,14741,6
76,20507,7
76,31240,8
76,32526,9
76,1453,10
76,11061,11
76,14397,12
76,33354,13
76,34612,14
76,34984,15
76,37991,16
76,52305,17
76,53876,18
76,57864,19
76,59845,20
76,59898,21
75,15051,1
75,18277,2
75,19111,3
75,20745,4
75,31500,5
75,46095,6
84,54492,1
84,21,2
84,57554,3
84,50738,4
84,52588,5
84,58359,6
84,58614,7
84,59452,8
84,59730,9
84,60140,10
84,60157,11
82,49818,1
82,60334,2
82,21,3
82,5420,4
82,49778,5
82,57907,6
82,59005,7
82,59619,8
82,59791,9
82,59845,10
82,6586,11
82,54028,12
82,59062,13
82,59459,14
82,59597,15
82,60285,16
82,60665,17
82,60697,18
82,60732,19
82,60951,20
82,61322,21
83,44042,1
83,56885,2
83,51768,3
83,29643,4
83,34572,5
83,50694,6
83,53065,7
83,56693,8
83,56700,9
83,57907,10
83,58197,11
83,59095,12
83,59177,13
83,59277,14
83,59597,15
83,59791,16
83,60543,17
83,61339,18
88,39547,1
88,54968,2
88,59636,3
88,1482,4
88,35737,5
88,57524,6
88,54362,7
88,33047,8
88,50184,9
88,290,10
88,392,11
88,1088,12
88,1089,13
88,1124,14
88,1453,15
88,2030,16
88,4186,17
88,6114,18
88,8086,19
88,10800,20
88,10897,21
88,16417,22
88,24919,23
88,28623,24
88,35134,25
88,36882,26
88,36990,27
88,38664,28
88,38816,29
88,40206,30
88,40357,31
88,40485,32
88,40787,33
88,41372,34
88,41530,35
88,42203,36
88,48583,37
88,49310,38
88,49613,39
88,50652,40
88,50739,41
88,51122,42
88,51462,43
88,51678,44
88,51916,45
88,52215,46
88,52347,47
88,52481,48
88,52962,49
88,53111,50
88,53434,51
88,54595,52
88,54714,53
88,54744,54
88,54794,55
88,55701,56
88,56242,57
88,56352,58
88,58426,59
88,60489,60
87,918,1
87,9969,2
87,35737,3
87,40333,4
87,50694,5
87,52215,6
87,53065,7
87,53865,8
87,53924,9
87,54744,10
87,55830,11
87,55911,12
87,55994,13
87,55997,14
87,56165,15
87,56538,16
87,56700,17
87,57360,18
87,57433,19
87,57907,20
87,58390,21
87,58516,22
87,58572,23
87,58811,24
87,58913,25
87,59062,26
87,59207,27
87,59277,28
87,59342,29
87,59360,30
87,59361,31
87,59402,32
87,59459,33
87,59597,34
87,59791,35
87,59845,36
87,59898,37
87,59986,38
87,60285,39
87,60334,40
87,60543,41
87,60951,42
87,61322,43
86,35249,1
86,53065,2
86,58390,3
86,59062,4
86,59597,5
86,59845,6
86,60083,7
86,60285,8
86,60543,9
85,50694,1
85,50738,2
85,52709,3
85,54724,4
85,54968,5
85,55071,6
85,55514,7
85,55842,8
85,55995,9
85,55997,10
85,56400,11
85,57181,12
85,57592,13
85,57648,14
85,57719,15
85,58059,16
85,58131,17
85,58172,18
85,58359,19
85,58514,20
85,58567,21
85,58714,22
85,59131,23
85,59135,24
85,59144,25
85,59349,26
85,59452,27
85,59514,28
85,59597,29
85,59730,30
85,59828,31
85,60140,32
85,60154,33
85,60293,34
85,60449,35
90,58390,1
90,58913,2
90,37520,3
90,60543,4
90,170,5
90,2001,6
90,59845,7
90,49778,8
90,59005,9
91,55514,1
91,56907,2
91,58812,3
91,59131,4
91,59342,5
91,59424,6
91,59459,7
91,59597,8
91,60523,9
94,48252,1
94,28623,2
94,20785,3
94,12445,4
94,21353,5
94,30014,6
94,39790,7
94,47160,8
94,50307,9
94,50678,10
94,51180,11
94,59135,12
94,60732,13
94,23133,14
94,23289,15
94,24011,16
94,31404,17
94,32360,18
94,32961,19
94,36632,20
94,37657,21
94,55997,22
94,59002,23
94,59130,24
94,59424,25
94,59730,26
94,30895,27
94,56693,28
94,59095,29
94,60316,30
92,59845,1
92,53770,2
92,59095,3
92,59459,4
92,61274,5
92,40359,6
92,59062,7
92,59205,8
92,59791,9
92,60543,10
92,53397,11
92,58811,12
92,59130,13
92,59177,14
92,60285,15
92,60732,16
92,61322,17
92,11771,18
92,16049,19
92,31240,20
95,60334,1
97,21,1
